pass1_rank,candidate_id,pass1_score,professional_band,band_id,subtype,current_title,years_experience,current_company,location,open_to_work,days_since_active,response_rate,notice_period_days,willing_to_relocate,retrieval_raw,ranking_raw,evaluation_raw,production_raw,ownership_raw,skill_corroboration,positive_evidence,negative_evidence,risk_flags
986,CAND_0085629,311.980000,applied_ml,3,applied_ml,Data Engineer,6.0,Wayne Enterprises,"Chennai, Tamil Nadu",False,104,0.600,60,True,0.0000,0.0000,1.0000,0.5800,2.1600,1.5000,Built our experimentation framework that supports the product team's A/B tests. | MLflow assessment 72.0/100,profile states limited ownership of modeling or deployment | not marked open to work,weak:salary_range_inverted
987,CAND_0086162,311.980000,applied_ml,3,applied_ml,Data Analyst,6.7,Capgemini,"Delhi, Delhi",False,129,0.600,30,False,0.0000,0.0000,1.0000,0.8202,2.1600,0.4500,Built our experimentation framework that supports the product team's A/B tests. | NLP assessment 48.5/100,profile states limited ownership of modeling or deployment | career history is entirely in named services/consulting companies | not marked open to work | inactive for 129 days at the fixed reference date,weak:salary_range_inverted
988,CAND_0097066,311.980000,applied_ml,3,applied_ml,Software Engineer,2.2,Freshworks,"Delhi, Delhi",False,81,0.600,90,False,0.0000,0.0000,1.0000,0.5800,1.5800,1.6500,Built our experimentation framework that supports the product team's A/B tests. | MLflow assessment 81.6/100,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,weak:salary_range_inverted | weak:skill_duration_overrun
989,CAND_0025504,311.972000,applied_ml,3,cv_speech_ml,Junior ML Engineer,3.2,Verloop.io,"Trivandrum, Kerala",False,22,0.590,60,False,0.0000,0.3400,0.0000,1.3400,1.0000,0.0000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images.,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work,weak:skill_duration_overrun
990,CAND_0070078,311.972000,applied_ml,3,applied_ml,Senior Data Engineer,3.9,Acme Corp,"Kolkata, West Bengal",False,77,0.590,120,True,0.1000,0.1000,1.0000,0.5800,1.8202,0.0000,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,weak:skill_duration_overrun
991,CAND_0080383,311.972000,applied_ml,3,applied_ml,Senior Data Engineer,4.5,Tech Mahindra,"Noida, Uttar Pradesh",False,106,0.590,90,False,0.0000,0.0000,1.0000,0.5800,1.8202,0.0000,Built our experimentation framework that supports the product team's A/B tests. | Embeddings assessment 47.0/100,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,
992,CAND_0089197,311.972000,applied_ml,3,cv_speech_ml,AI Specialist,3.1,Wipro,"Delhi, Delhi",False,98,0.590,60,False,0.0000,0.4400,0.0000,1.3400,1.0000,0.0000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | Feature Engineering assessment 59.3/100,profile states limited ownership of modeling or deployment | career history is entirely in named services/consulting companies | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work,weak:skill_duration_overrun
993,CAND_0025939,311.964000,applied_ml,3,applied_ml,Data Scientist,4.4,PolicyBazaar,"Kochi, Kerala",False,7,0.580,90,False,0.1000,1.3969,0.0000,1.9200,1.5800,0.4500,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production.,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,
994,CAND_0026549,311.964000,applied_ml,3,cv_speech_ml,AI Specialist,3.4,Observe.AI,"Pune, Maharashtra",False,38,0.580,120,False,0.1000,0.3400,0.0000,1.3400,1.0000,0.4500,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images.,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work | 120-day notice period,
995,CAND_0036914,311.964000,applied_ml,3,applied_ml,Data Engineer,5.1,TCS,"Ahmedabad, Gujarat",False,64,0.580,90,True,0.1000,0.0000,1.0000,0.5800,2.1600,1.0500,Built our experimentation framework that supports the product team's A/B tests. | Forecasting assessment 62.1/100,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,
996,CAND_0052827,311.964000,applied_ml,3,cv_speech_ml,Data Scientist,5.9,Genpact AI,"Hyderabad, Telangana",False,69,0.580,120,False,0.1414,0.1000,0.0000,2.1602,1.3400,1.0500,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | Semantic Search assessment 77.9/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work | 120-day notice period,weak:salary_range_inverted
997,CAND_0057742,311.964000,applied_ml,3,applied_ml,Junior ML Engineer,4.2,Dream11,"Kolkata, West Bengal",False,104,0.580,90,False,0.1000,0.5808,0.0000,0.9200,1.9200,0.4500,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard.,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work | 90-day notice period,
998,CAND_0016678,311.956000,applied_ml,3,applied_ml,Junior ML Engineer,6.8,Genpact AI,"Bhubaneswar, Odisha",False,13,0.570,90,False,0.0000,1.6369,0.0000,1.3446,1.5800,0.4500,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard.,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,weak:salary_range_inverted
999,CAND_0050707,311.956000,applied_ml,3,applied_ml,AI Specialist,5.3,Paytm,"Chandigarh, Chandigarh",False,81,0.570,60,False,0.0000,1.2969,0.0000,0.9200,1.9200,1.0500,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. | Vector Search assessment 82.8/100,profile states limited ownership of modeling or deployment | not marked open to work,
1000,CAND_0070524,311.956000,applied_ml,3,cv_speech_ml,Junior ML Engineer,3.1,Krutrim,"Coimbatore, Tamil Nadu",False,79,0.570,45,False,0.1000,0.5889,0.0000,1.3400,1.0000,1.5000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | Information Retrieval assessment 85.1/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work,weak:activity_before_signup | weak:skill_duration_overrun
1001,CAND_0074765,311.956000,applied_ml,3,applied_ml,Data Scientist,3.1,Sarvam AI,"Jaipur, Rajasthan",False,60,0.570,60,False,0.1000,0.3400,0.0000,1.9200,1.0000,0.4500,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production.,profile states limited ownership of modeling or deployment | not marked open to work,
1002,CAND_0086786,311.956000,applied_ml,3,applied_ml,Software Engineer,7.7,BYJU'S,Berlin,False,12,0.570,90,False,0.0000,0.1000,1.0000,0.5800,1.8202,0.4500,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,
1003,CAND_0073224,311.948000,applied_ml,3,applied_ml,Data Engineer,4.4,Paytm,"Chennai, Tamil Nadu",False,22,0.560,30,False,0.0000,0.0000,1.0000,0.8202,2.1600,0.6000,Built our experimentation framework that supports the product team's A/B tests. | Kubeflow assessment 69.5/100,profile states limited ownership of modeling or deployment | not marked open to work,weak:repeated_role_description
1004,CAND_0084888,311.948000,applied_ml,3,applied_ml,ML Engineer,6.8,Glance,"Chennai, Tamil Nadu",False,23,0.560,120,False,0.0000,0.0000,0.0000,1.3400,1.9200,0.0000,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Sentence Transformers assessment 57.4/100,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,weak:salary_range_inverted
1005,CAND_0013375,311.940000,applied_ml,3,applied_ml,Backend Engineer,4.3,Zomato,Austin,False,119,0.550,60,False,0.0000,0.0000,1.0000,0.5800,1.8202,1.0500,Built our experimentation framework that supports the product team's A/B tests. | MLflow assessment 65.7/100,profile states limited ownership of modeling or deployment | not marked open to work,
1006,CAND_0029528,311.940000,applied_ml,3,applied_ml,Senior Software Engineer,6.0,Ola,"Indore, Madhya Pradesh",False,63,0.550,90,False,0.1414,0.0000,1.0000,1.0046,1.8202,0.9000,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,weak:salary_range_inverted
1007,CAND_0031476,311.940000,applied_ml,3,applied_ml,Data Engineer,5.2,BYJU'S,"Bhubaneswar, Odisha",False,69,0.550,120,True,0.0000,0.0000,1.0000,1.1602,1.8202,1.2000,Built our experimentation framework that supports the product team's A/B tests. | PyTorch assessment 72.0/100,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,
1008,CAND_0072992,311.940000,applied_ml,3,applied_ml,Data Engineer,4.3,Tech Mahindra,"Mumbai, Maharashtra",False,6,0.550,120,False,0.0000,0.0000,1.0000,0.5800,1.5800,0.0000,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,
1009,CAND_0015078,311.932000,applied_ml,3,applied_ml,Junior ML Engineer,5.6,Zomato,"Gurgaon, Haryana",False,91,0.540,60,False,0.0000,0.4808,0.0000,2.1602,1.0000,1.0500,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | MLflow assessment 72.0/100,profile states limited ownership of modeling or deployment | not marked open to work,
1010,CAND_0034270,311.932000,applied_ml,3,applied_ml,Data Scientist,5.4,Krutrim,"Mumbai, Maharashtra",False,78,0.540,90,False,0.1000,0.5808,0.0000,0.9200,1.9200,0.6000,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. | Feature Engineering assessment 82.6/100,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,
1011,CAND_0053182,311.932000,applied_ml,3,applied_ml,Analytics Engineer,7.0,PolicyBazaar,Berlin,False,75,0.540,90,False,0.0000,0.0000,1.0000,0.8202,1.8202,0.0000,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,
1012,CAND_0082973,311.932000,applied_ml,3,cv_speech_ml,AI Specialist,6.4,Genpact AI,"Chandigarh, Chandigarh",False,37,0.540,60,True,0.1000,1.2969,0.0000,1.9200,1.9200,1.0500,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | Image Classification assessment 77.6/100,profile states limited ownership of modeling or deployment | not marked open to work,
1013,CAND_0092763,311.932000,applied_ml,3,applied_ml,Backend Engineer,5.0,Vedantu,"Trivandrum, Kerala",False,10,0.540,90,False,0.0000,0.0000,1.0000,0.8202,1.8202,0.6000,Built our experimentation framework that supports the product team's A/B tests. | pgvector assessment 65.9/100,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,
1014,CAND_0099549,311.932000,applied_ml,3,cv_speech_ml,Junior ML Engineer,4.3,Nykaa,"Bhubaneswar, Odisha",False,95,0.540,30,True,0.0000,0.3400,0.0000,1.9200,1.5800,1.3500,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images.,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work,
1015,CAND_0024353,311.924000,applied_ml,3,applied_ml,Data Engineer,7.1,Cognizant,Sydney,False,126,0.530,120,False,0.0000,0.0000,1.0000,0.8202,1.8202,0.0000,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work | inactive for 126 days at the fixed reference date | 120-day notice period,weak:repeated_role_description
